Company,Industry,Symbol,Range,Camarilla H4,Camarilla L4,Day High,Day Low,Day Close,Central Pivot,BC,TC
TTK Prestige Ltd.,CONSUMER GOODS,TTKPRESTIG,291.9501953125,8964.422216796875,8643.277001953125,9040,8748.0498046875,8803.849609375,8863.966471354166,8894.02490234375,8833.908040364582
TV18 Broadcast Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,TV18BRDCST,2.1500015258789062,44.78249931335449,42.417497634887695,45.400001525878906,43.25,43.599998474121094,44.083333333333336,44.32500076293945,43.84166590372722
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,10.949951171875,628.4224975585937,616.3775512695313,626.8499755859375,615.9000244140625,622.4000244140625,621.7166748046875,621.375,622.058349609375
Tanla Platforms Ltd.,IT,TANLA,20.9000244140625,852.4950134277344,829.5049865722656,851,830.0999755859375,841,840.6999918619791,840.5499877929688,840.8499959309895
Tasty Bite Eatables Ltd.,CONSUMER GOODS,TASTYBITE,439.650390625,15899.05771484375,15415.44228515625,15749.650390625,15310,15657.25,15572.300130208334,15529.8251953125,15614.775065104168
Tata Chemicals Ltd.,CHEMICALS,TATACHEM,14,724.6500122070313,709.2500122070312,723.4500122070312,709.4500122070312,716.9500122070312,716.6166788736979,716.4500122070312,716.7833455403645
Tata Coffee Ltd.,CONSUMER GOODS,TATACOFFEE,6.75,181.81250610351563,174.38750610351562,178.9499969482422,172.1999969482422,178.10000610351562,176.41666666666666,175.5749969482422,177.25833638509113
Tata Communications Ltd.,TELECOM,TATACOMM,28.9000244140625,1305.0450378417968,1273.2550109863282,1312,1283.0999755859375,1289.1500244140625,1294.75,1297.5499877929688,1291.9500122070312
Tata Consultancy Services Ltd.,IT,TCS,49.25,3398.287451171875,3344.112451171875,3399.25,3350,3371.199951171875,3373.4833170572915,3374.625,3372.341634114583
Tata Consumer Products Ltd.,CONSUMER GOODS,TATACONSUM,9.95001220703125,763.9225189208985,752.977505493164,763.4500122070312,753.5,758.4500122070312,758.4666748046875,758.4750061035156,758.4583435058594
Tata Elxsi Ltd.,IT,TATAELXSI,69.449951171875,3810.147424316406,3733.752478027344,3819.39990234375,3749.949951171875,3771.949951171875,3780.4332682291665,3784.6749267578125,3776.1916097005205
Tata Investment Corporation Ltd.,FINANCIAL SERVICES,TATAINVEST,18.1500244140625,1140.0325622558594,1120.0675354003906,1143.1500244140625,1125,1130.050048828125,1132.7333577473958,1134.0750122070312,1131.3917032877603
Tata Motors Ltd DVR,AUTOMOBILE,TATAMTRDVR,4.5500030517578125,158.8025047302246,153.79750137329103,159.0500030517578,154.5,156.3000030517578,156.61666870117188,156.7750015258789,156.45833587646484
Tata Motors Ltd.,AUTOMOBILE,TATAMOTORS,6.149993896484375,342.43248443603517,335.66749114990233,342.79998779296875,336.6499938964844,339.04998779296875,339.49998982747394,339.72499084472656,339.2749888102213
Tata Power Co. Ltd.,POWER,TATAPOWER,2.75,122.71249694824219,119.68749694824218,122.55000305175781,119.80000305175781,121.19999694824219,121.18333435058594,121.17500305175781,121.19166564941406
Tata Steel Ltd.,METALS,TATASTEEL,39.9000244140625,1187.4450134277345,1143.5549865722655,1169.9000244140625,1130,1165.5,1155.1333414713542,1149.9500122070312,1160.3166707356772
Teamlease Services Ltd.,SERVICES,TEAMLEASE,66.400146484375,3590.9700317382812,3517.9298706054688,3611.85009765625,3545.449951171875,3554.449951171875,3570.5833333333335,3578.6500244140625,3562.5166422526045
Tech Mahindra Ltd.,IT,TECHM,25.949951171875,1100.2224243164062,1071.6774780273438,1103,1077.050048828125,1085.949951171875,1088.6666666666667,1090.0250244140625,1087.308308919271
The New India Assurance Company Ltd.,FINANCIAL SERVICES,NIACL,3.0500030517578125,167.27750778198242,163.92250442504883,167.60000610351562,164.5500030517578,165.60000610351562,165.9166717529297,166.07500457763672,165.75833892822266
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,24.050048828125,1048.2275268554688,1021.7724731445312,1058,1033.949951171875,1035,1042.316650390625,1045.9749755859375,1038.6583251953125
Thermax Ltd.,INDUSTRIAL MANUFACTURING,THERMAX,98.949951171875,1555.1224243164063,1446.2774780273437,1521,1422.050048828125,1500.699951171875,1481.25,1471.5250244140625,1490.9749755859375
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,104.8499755859375,1508.7175354003907,1393.3825622558593,1465,1360.1500244140625,1451.050048828125,1425.4000244140625,1412.5750122070312,1438.2250366210938
Timken India Ltd.,INDUSTRIAL MANUFACTURING,TIMKEN,65,1544.300048828125,1472.800048828125,1540,1475,1508.550048828125,1507.8500162760417,1507.5,1508.2000325520835
Titan Company Ltd.,CONSUMER GOODS,TITAN,49.949951171875,1781.3224487304688,1726.3775024414062,1791.949951171875,1742,1753.8499755859375,1762.5999755859375,1766.9749755859375,1758.2249755859375
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,30.25,2902.8875,2869.6125,2905.300048828125,2875.050048828125,2886.25,2888.86669921875,2890.175048828125,2887.558349609375
Torrent Power Ltd.,POWER,TORNTPOWER,10,457.70001220703125,446.70001220703125,455,445,452.20001220703125,450.73333740234375,450,451.4666748046875
Trent Ltd.,CONSUMER SERVICES,TRENT,14.5,871.475,855.525,867.75,853.25,863.5,861.5,860.5,862.5
Trident Ltd.,TEXTILES,TRIDENT,0.4500007629394531,16.897500038146973,16.402499198913574,16.950000762939453,16.5,16.649999618530273,16.700000127156574,16.725000381469727,16.674999872843422
Triveni Turbine Ltd.,INDUSTRIAL MANUFACTURING,TRITURBINE,5.75,124.0625015258789,117.73750152587891,123.1500015258789,117.4000015258789,120.9000015258789,120.48333485921223,120.2750015258789,120.69166819254556
Tube Investments of India Ltd.,AUTOMOBILE,TIINDIA,37.050048828125,1196.9775024414062,1156.2224487304688,1182.050048828125,1145,1176.5999755859375,1167.8833414713542,1163.5250244140625,1172.241658528646
UCO Bank,FINANCIAL SERVICES,UCOBANK,0.5,14.825000190734864,14.275000190734863,14.800000190734863,14.300000190734863,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863
UFLEX Ltd.,INDUSTRIAL MANUFACTURING,UFLEX,7.6500244140625,473.9575134277344,465.5424865722656,474.95001220703125,467.29998779296875,469.75,470.6666666666667,471.125,470.20833333333337
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,11.85003662109375,810.5175201416016,797.4824798583984,813.7000122070312,801.8499755859375,804,806.5166625976562,807.7749938964844,805.2583312988281
UTI Asset Management Company Ltd.,FINANCIAL SERVICES,UTIAMC,45.4000244140625,877.5200012207031,827.5799743652344,882,836.5999755859375,852.5499877929688,857.0499877929688,859.2999877929688,854.7999877929688
Ujjivan Financial Services Ltd.,FINANCIAL SERVICES,UJJIVAN,2.8000030517578125,210.09000473022462,207.010001373291,210.9499969482422,208.14999389648438,208.5500030517578,209.21666463216147,209.54999542236328,208.88333384195965
Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES,UJJIVANSFB,1,31.250000762939454,30.150000762939452,31.350000381469727,30.350000381469727,30.700000762939453,30.8000005086263,30.850000381469727,30.750000635782875
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,96.7001953125,6959.185107421875,6852.814892578125,7000,6903.2998046875,6906,6936.433268229167,6951.64990234375,6921.216634114584
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,1.2000007629394531,40.110001182556154,38.79000034332275,39.79999923706055,38.599998474121094,39.45000076293945,39.28333282470703,39.19999885559082,39.36666679382324
United Breweries Ltd.,CONSUMER GOODS,UBL,26.75,1396.412451171875,1366.987451171875,1403.699951171875,1376.949951171875,1381.699951171875,1387.449951171875,1390.324951171875,1384.574951171875
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,20.8499755859375,674.2174865722657,651.2825134277343,680.0999755859375,659.25,662.75,667.3666585286459,669.6749877929688,665.058329264323
V-Guard Industries Ltd.,CONSUMER GOODS,VGUARD,5.600006103515625,273.0800033569336,266.9199966430664,273.6000061035156,268,270,270.53333536783856,270.8000030517578,270.2666676839193
V-Mart Retail Ltd.,CONSUMER SERVICES,VMART,110,2895.5,2774.5,2894,2784,2835,2837.6666666666665,2839,2836.333333333333
V.I.P. Industries Ltd.,CONSUMER GOODS,VIPIND,7.350006103515625,386.7925033569336,378.7074966430664,387.8500061035156,380.5,382.75,383.7000020345052,384.1750030517578,383.22500101725257
VST Industries Ltd.,CONSUMER GOODS,VSTIND,124.5,3649.475,3512.525,3705.5,3581,3581,3622.5,3643.25,3601.75
Vaibhav Global Ltd.,CONSUMER SERVICES,VAIBHAVGBL,22.45001220703125,817.2975189208985,792.602505493164,810,787.5499877929688,804.9500122070312,800.8333333333334,798.7749938964844,802.8916727701824
Vakrangee Ltd.,IT,VAKRANGEE,2.1000022888183594,43.35500202178955,41.044999504089354,43.70000076293945,41.599998474121094,42.20000076293945,42.5,42.64999961853027,42.35000038146973
Valiant Organics Ltd.,CHEMICALS,VALIANTORG,28.75,1530.612548828125,1498.987548828125,1530,1501.25,1514.800048828125,1515.3500162760417,1515.625,1515.0750325520835
Vardhman Textiles Ltd.,TEXTILES,VTL,43.9500732421875,1409.872491455078,1361.527410888672,1419.300048828125,1375.3499755859375,1385.699951171875,1393.4499918619792,1397.3250122070312,1389.5749715169272
Varroc Engineering Ltd.,AUTOMOBILE,VARROC,5.850006103515625,374.9675033569336,368.5324966430664,372.8999938964844,367.04998779296875,371.75,370.56666056315106,369.97499084472656,371.15833028157556
Varun Beverages Ltd.,CONSUMER GOODS,VBL,17.95001220703125,724.8725067138672,705.1274932861328,731.9500122070312,714,715,720.3166707356771,722.9750061035156,717.6583353678386
Vedanta Ltd.,METALS,VEDL,10.949996948242188,268.92249221801757,256.8774955749512,263.8999938964844,252.9499969482422,262.8999938964844,259.9166615804036,258.4249954223633,261.408327738444
Venky's (India) Ltd.,CONSUMER GOODS,VENKEYS,262.35009765625,3569.8426025390627,3281.2574951171873,3645,3382.64990234375,3425.550048828125,3484.3999837239585,3513.824951171875,3454.975016276042
Vinati Organics Ltd.,CHEMICALS,VINATIORGA,23.8499755859375,1868.017510986328,1841.782537841797,1865.25,1841.4000244140625,1854.9000244140625,1853.8500162760417,1853.3250122070312,1854.3750203450522
Vodafone Idea Ltd.,TELECOM,IDEA,1.2000007629394531,11.310000038146972,9.989999198913575,10.850000381469727,9.649999618530273,10.649999618530273,10.383333206176758,10.25,10.516666412353516
Voltas Ltd.,CONSUMER GOODS,VOLTAS,12.949951171875,1037.0724243164063,1022.8274780273438,1038,1025.050048828125,1029.949951171875,1031,1031.5250244140625,1030.4749755859375
WABCO India Ltd.,AUTOMOBILE,WABCOINDIA,234.9501953125,7079.222607421875,6820.777392578125,6984.9501953125,6750,6950,6894.9833984375,6867.47509765625,6922.49169921875
Welspun Corp Ltd.,METALS,WELCORP,4.6500091552734375,148.5575050354004,143.4424949645996,150.3000030517578,145.64999389648438,146,147.31666564941406,147.9749984741211,146.65833282470703
Welspun India Ltd.,TEXTILES,WELSPUNIND,1.6500015258789062,94.65750083923339,92.84249916076661,94.1500015258789,92.5,93.75,93.46666717529297,93.32500076293945,93.60833358764648
Westlife Development Ltd.,CONSUMER SERVICES,WESTLIFE,7.20001220703125,489.2100067138672,481.2899932861328,490.20001220703125,483,485.25,486.15000406901044,486.6000061035156,485.70000203450525
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,33,2226.599951171875,2190.299951171875,2218,2185,2208.449951171875,2203.816650390625,2201.5,2206.13330078125
Wipro Ltd.,IT,WIPRO,10.25,552.6375,541.3625,550.75,540.5,547,546.0833333333334,545.625,546.5416666666667
Wockhardt Ltd.,PHARMA,WOCKPHARMA,36.39996337890625,588.0199798583984,547.9800201416016,578.0499877929688,541.6500244140625,568,562.5666707356771,559.8500061035156,565.2833353678386
Yes Bank Ltd.,FINANCIAL SERVICES,YESBANK,0.19999980926513672,13.759999513626099,13.539999723434448,13.75,13.550000190734863,13.649999618530273,13.649999936421713,13.650000095367432,13.649999777475994
Zee Entertainment Enterprises Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,ZEEL,3.9499969482421875,220.37249526977538,216.027498626709,219.8000030517578,215.85000610351562,218.1999969482422,217.95000203450522,217.82500457763672,218.07499949137372
Zensar Technolgies Ltd.,IT,ZENSARTECH,12.25,312.7375,299.2625,309.79998779296875,297.54998779296875,306,304.4499918619792,303.67498779296875,305.2249959309896
Zydus Wellness Ltd.,CONSUMER GOODS,ZYDUSWELL,23.89990234375,2078.4449951171873,2052.1551025390627,2087.89990234375,2064,2065.300048828125,2072.3999837239585,2075.949951171875,2068.850016276042
eClerx Services Ltd.,IT,ECLERX,65.699951171875,1834.6850219726562,1762.4150756835938,1832.699951171875,1767,1798.550048828125,1799.4166666666667,1799.8499755859375,1798.983357747396
